employee_id,JobRole,Department,attrition_probability,risk_bucket,avg_engagement_score,avg_satisfaction_score,avg_work_life_balance_score,total_skill_gap_count,skill_gap_list,top_course_recommendation
1666,Research Director,Research & Development,0.014339525869601213,Low,3.0,3.0,4.0,16,"Writing, Mathematics, Science, Learning Strategies, Adobe Photoshop, Clinical trial management software, Laboratory information management system LIMS, Microsoft Access, Microsoft Office software, Microsoft Project, Microsoft SharePoint, Oracle Database, R, SAP software, StataCorp Stata, Structured query language SQL",Enterprise Resource Planning with SAP
1667,Sales Executive,Sales,0.5534715676010525,Medium,1.0,3.0,5.0,36,"Active Listening, Critical Thinking, Active Learning, Amazon Web Services AWS software, Apple iOS, Border Gateway Protocol BGP, C++, Cisco Systems VPN Client, Enterprise JavaBeans, Extensible hypertext markup language XHTML, Google Cloud software, IBM DB2, McAfee, Microsoft Dynamics, Microsoft Exchange, Microsoft Office Live Meeting, Microsoft Office software, Microsoft PowerPoint, Microsoft Project, Microsoft SQL Server, NortonLifeLock cybersecurity software, Perl, Platform as a service PaaS, R, React, Salesforce software, SAP Adaptive Server Enterprise, SAP Business One, SAP software, Shell script, Single sign-on SSO, Splunk Enterprise, UNIX, Virtual private networking VPN software, Voice over internet protocol VoIP system software, Wireshark",C++ Object-Oriented Programming
1668,Research Scientist,Research & Development,0.009757081229827077,Low,2.0,1.0,3.0,20,"Reading Comprehension, Writing, Science, Active Learning, Learning Strategies, BioArray Software Environment BASE, FileMaker Pro, Medical Scientists HybridAI, Medical Scientists MediSave, Microsoft Office software, Microsoft Project, Microsoft Publisher, Minitab, National Instruments LabVIEW, PerkinElmer TurboMass, Python, R, The MathWorks MATLAB, Thermo ToxLab, Triple G ULTRA Laboratory Information System",FileMaker Pro Database Development
1669,Sales Executive,Sales,0.7054176599924487,High,3.0,1.0,2.0,36,"Writing, Active Learning, Apache Hadoop, Apache Struts, Apple iOS, Atlassian JIRA, C++, Dassault Systemes SolidWorks, Enterprise application integration EAI software, Extensible hypertext markup language XHTML, Extensible markup language XML, Google Cloud software, IBM DB2, IBM Domino, Informatica Corporation PowerCenter, JavaScript, Kubernetes, McAfee, Microsoft Exchange, Microsoft Project, Microsoft Teams, Microsoft Visio, Microsoft Windows Server, Microsoft Word, Network directory services software, Oracle Solaris, Perl, R, RESTful API, Ruby, SAP Adaptive Server Enterprise, SAP software, Security assertion markup language SAML, Structured query language SQL, UNIX, Virtual private networking VPN software",C++ Object-Oriented Programming
1670,Sales Executive,Sales,0.026394776402716428,Low,2.0,2.0,2.0,38,"Mathematics, Ab Initio, Amazon Web Services AWS software, Ansible software, Apache Pig, Autodesk AutoCAD, Border Gateway Protocol BGP, Cisco Systems CiscoWorks, Dassault Systemes SolidWorks, Enterprise JavaBeans, Firewall software, Graphics software, Hewlett Packard HP-UX, IBM Cognos Impromptu, IBM DB2, IBM Domino, Informatica Corporation PowerCenter, Linux, Management information systems MIS, Microsoft Access, Microsoft Dynamics, Microsoft Exchange, Microsoft Outlook, Microsoft Teams, Microsoft Visio, Microsoft Windows Server, Microsoft Word, Network directory services software, Oracle Java, Oracle Solaris, Platform as a service PaaS, Python, R, SAP Adaptive Server Enterprise, SAP Business Objects, Scheduling software, Single sign-on SSO, Web browser software",Enterprise Resource Planning with SAP
1671,Research Scientist,Research & Development,0.02844469575602692,Low,5.0,3.0,5.0,24,"Reading Comprehension, Mathematics, Science, Active Learning, Adobe Photoshop, Database software, ESRI ArcGIS software, FileMaker Pro, IBM Notes, Integrated development environment IDE software, Linux, Medical Scientists HybridAI, Microsoft Dynamics, Microsoft Exchange, Microsoft PowerPoint, Microsoft Project, Microsoft Publisher, PerkinElmer TurboMass, SAS, StataCorp Stata, Triple G ULTRA Laboratory Information System, UNIX, Waters MassLynx, Waters Millennium32",FileMaker Pro Database Development
1673,Sales Executive,Sales,0.22588206288599327,Low,3.0,5.0,5.0,53,"Reading Comprehension, Speaking, Mathematics, Critical Thinking, Active Learning, Learning Strategies, Amazon Web Services AWS software, Apache Cassandra, Apache Hadoop, Apple iOS, Border Gateway Protocol BGP, C, Citrix cloud computing software, Dassault Systemes SolidWorks, Database management software, Extensible markup language XML, Google Cloud software, Google Workspace software, Hewlett Packard HP-UX, Hyperion Solutions Hyperion System 9 Bi+, IBM Cognos Impromptu, IBM DB2, IBM Domino, Informatica Corporation PowerCenter, JavaScript, Management information systems MIS, MapReduce big data software, Microsoft Access, Microsoft Active Directory, Microsoft Azure software, Microsoft Dynamics, Microsoft Exchange, Microsoft Office Live Meeting, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Windows Server, Microsoft Word, MicroStrategy Desktop, NortonLifeLock cybersecurity software, Oracle Solaris, Perl, PHP, Python, RESTful API, Sales analysis software, SAP BusinessObjects Crystal Reports, Scheduling software, Shell script, Software as a service SaaS, Structured query language SQL, UNIX, WebEx Sales Center, Wireshark",JavaScript Web Development Essentials
1674,Laboratory Technician,Research & Development,0.660971848695054,Medium,1.0,5.0,5.0,14,"Reading Comprehension, Speaking, Mathematics, Science, Data entry software, Database software, Email software, Google Docs, Hematology laboratory workflow management software, IBM Notes, Microsoft Outlook, Quizlet, Sunquest Information Systems Sunquest Laboratory, Test result delivery software",SQL Querying for Beginners
1675,Laboratory Technician,Research & Development,0.7130279857004997,High,4.0,1.0,4.0,21,"Active Listening, Writing, Speaking, Science, Critical Thinking, Monitoring, Billing software, Commercial plate reader software, FileMaker Pro, MEDITECH software, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Minitab, National Instruments LabVIEW, Quality control software, Quizlet, Reimbursement screening software, SAP software, Sunquest Information Systems Sunquest Laboratory, Test routing software",FileMaker Pro Database Development
1676,Manager,Sales,0.01705170164656196,Low,2.0,5.0,1.0,89,"Reading Comprehension, Writing, Speaking, Science, Critical Thinking, Active Learning, Monitoring, Act!, Adobe Acrobat, ADP Workforce Now, Airtable, Amazon Web Services AWS software, Apache Hadoop, Atlassian Confluence, Autodesk AutoCAD, Avidian Technologies Prophet, Blackbaud The Raiser's Edge, Citrix cloud computing software, CNC Mastercam, Customer information control system CICS, Database software, Datawatch Monarch, Deacom ERP, Delphi Technology, Dropbox, Eko, Evernote, Extensible markup language XML, Facebook, Geographic information system GIS software, Google Ads, Google Analytics, HEAT Software GoldMine, IBM Cognos Impromptu, IBM Domino, IBM InfoSphere DataStage, IBM Notes, IBM Power Systems software, Intuit QuickBooks, Job control language JCL, Kronos Workforce Payroll, Kronos Workforce Timekeeper, LexisNexis, LSA Visual Easy Lean, Marketo Marketing Automation, McAfee, Microsoft Dynamics GP, Microsoft Exchange, Microsoft FrontPage, Microsoft Internet Explorer, Microsoft Office software, Microsoft Project, Microsoft SharePoint, Microsoft Visio, Microsoft Visual Basic, Microsoft Visual Basic for Applications VBA, Microsoft Windows, Microsoft Word, MicroStrategy, Minitab, Mozilla Firefox, Nagios, NetSuite ERP, NetSuite NetCRM, NortonLifeLock cybersecurity software, Oracle Database, Oracle Fusion Applications, Oracle PeopleSoft, Oracle PeopleSoft Financials, Oracle Primavera Enterprise Project Portfolio Management, Oracle Taleo, Payroll software, PostgreSQL, Puppet, Quest Erwin Data Modeler, R, Realization Streamliner, SAP Crystal Reports, SAP software, Savant MobileRanger, Screencastify, SeaMonkey, Software on Sailboats Desktop Sales Manager, Sugar CRM, Tableau, Vanguard Software Vanguard Sales Manager, Veritas NetBackup, vtiger CRM, Yardi software",Enterprise Resource Planning with SAP
1677,Manager,Research & Development,0.1515579626756008,Low,5.0,4.0,5.0,59,"Reading Comprehension, Active Listening, Writing, Learning Strategies, Monitoring, Adobe Photoshop, Amazon Web Services AWS software, AMG Teleran SalesInSync, Atlassian JIRA, Blackbaud The Raiser's Edge, Customer information control system CICS, Datawatch Monarch, Deacom ERP, Delphi Technology, Eko, Extensible markup language XML, FileMaker Pro, Fund accounting software, GroupMe, Human resource management software HRMS, IBM InfoSphere DataStage, IBM Power Systems software, Intuit QuickBooks, Job control language JCL, Kronos Workforce Payroll, Kronos Workforce Timekeeper, LSA Visual Easy Lean, Maximizer Software Maximizer Enterprise, Microsoft Dynamics GP, Microsoft FrontPage, Microsoft Internet Explorer, Microsoft Office software, Microsoft Publisher, Microsoft Visio, Microsoft Visual Basic, MicroStrategy, Minitab, NetSuite ERP, NortonLifeLock cybersecurity software, Oracle Database, Oracle E-Business Suite Financials, Oracle Eloqua, Oracle Fusion Applications, Oracle PeopleSoft, Oracle Primavera Enterprise Project Portfolio Management, Puppet, Sage MAS 500, Salesforce.com Salesforce CRM, SAP Business Objects, Savant MobileRanger, SeaMonkey, Slack, Social media sites, Splunk Enterprise, StataCorp Stata, Sugar CRM, Teradata Database, The MathWorks MATLAB, Veritas NetBackup",FileMaker Pro Database Development
1678,Sales Executive,Sales,0.5132779093141324,Medium,2.0,1.0,1.0,55,"Reading Comprehension, Speaking, Mathematics, Science, Critical Thinking, Learning Strategies, Ansible software, Apache HBase, Apache Pig, Autodesk AutoCAD, C, C++, Citrix cloud computing software, Dassault Systemes SolidWorks, Docker, Extensible hypertext markup language XHTML, Extensible markup language XML, Firewall software, Graphics software, Hewlett Packard HP-UX, Hyperion Solutions Hyperion System 9 Bi+, IBM Cognos Business Intelligence, IBM DB2, Linux, Management information systems MIS, MapReduce big data software, Microsoft Azure software, Microsoft Dynamics, Microsoft Excel, Microsoft Exchange, Microsoft Office Live Meeting, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Project, Microsoft SQL Server, Microsoft Teams, Microsoft Word, MicroStrategy Desktop, Network directory services software, Oracle PeopleSoft, PHP, Python, R, React, RESTful API, Ruby, Sales analysis software, SAP Business One, SAP BusinessObjects Crystal Reports, Scheduling software, Shell script, Splunk Enterprise, Virtual private networking VPN software, Wireshark",C++ Object-Oriented Programming
1680,Sales Representative,Sales,0.8560083261858901,High,5.0,4.0,5.0,12,"Speaking, Mathematics, Active Learning, Learning Strategies, HubSpot software, IBM SPSS Statistics, JamBoard, Microsoft Dynamics, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Salesforce software",Designing High-Impact PowerPoint Presentations
1681,Sales Executive,Sales,0.14063466249959572,Low,2.0,3.0,4.0,54,"Reading Comprehension, Active Listening, Writing, Speaking, Science, Active Learning, Monitoring, Ab Initio, Amazon Web Services AWS software, Ansible software, Apache Cassandra, Border Gateway Protocol BGP, C, Cisco Systems CiscoWorks, Citrix cloud computing software, Dassault Systemes SolidWorks, Enterprise application integration EAI software, Firewall software, Google Cloud software, Graphics software, Hewlett Packard HP-UX, Hyperion Solutions Hyperion System 9 Bi+, IBM Cognos Business Intelligence, IBM Cognos Impromptu, IBM DB2, IBM Domino, JavaScript, Kubernetes, Linux, MapReduce big data software, Microsoft Active Directory, Microsoft Azure software, Microsoft Dynamics, Microsoft Exchange, Microsoft Project, Microsoft SharePoint, Microsoft Teams, Network directory services software, Perl, Platform as a service PaaS, R, React, Ruby, Salesforce software, SAP Adaptive Server Enterprise, SAP Business One, Scheduling software, Security assertion markup language SAML, Structured query language SQL, Teradata Database, UNIX, Virtual private networking VPN software, WebEx Sales Center, Wireshark",JavaScript Web Development Essentials
1682,Healthcare Representative,Research & Development,0.3380079517664826,Low,5.0,3.0,4.0,24,"Reading Comprehension, Active Listening, Speaking, Mathematics, Science, Critical Thinking, Active Learning, Learning Strategies, Monitoring, Admissions, discharge, and transfer ADT software, Corel WordPerfect Office Suite, Electronic medical record EMR software, Epic EpicCare Inpatient Clinical System, Epic Systems, Google Docs, IBM Notes, Manhattan Cross Cultural Group Quality Interactions, Medical condition coding software, Medical procedure coding software, Microsoft Dynamics, Microsoft Word, Peminic Patient Safety & Quality Suite, PracticeWorks Systems Kodak WINOMS CS, Web browser software",JavaScript Web Development Essentials
1683,Human Resources,Human Resources,0.220766881677999,Low,2.0,4.0,4.0,59,"Reading Comprehension, Writing, Critical Thinking, Active Learning, Adobe Creative Cloud software, Adobe Photoshop, ADP Workforce Now, Airtable, ApplicantPro iApplicants, Assessment software, Blackdog, BlackDog Recruiting, Bond International Adapt Staffing, BrightMove Applicant Tracking System, Bullhorn Applicant Tracking System, Cluen executive recruitment software, Enterprise JavaBeans, eQuest, ESRI ArcGIS software, Evernote, FileMaker Pro, Google Docs, Google Drive, HireAbility ResumeParser, HireLogic PowerPlace, IBM Cognos Impromptu, IBM Domino, IBM SPSS Statistics, Industrial Code Recruitpoint.net, Intelius, Intelligent Algorithms InfoGIST Platinum Recruiter, Kronos Workforce HR, Lawson Human Resource Management, LinkedIn, Loom, Main Sequence Technologies PCRecruiter Resume Inhaler, Micro J Systems PcHunter, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft Project, Microsoft Windows, Microsoft Word, MicroStrategy, Oracle PeopleSoft Financials, Perforce Helix software, Recruit Wizard, RecruitTrack, SAP Crystal Reports, SAP ERP Human Capital Management, Silk Road technology OpenHire, SmugMug Flickr, Staffing Solutions Enterprises Staff Matrix, Tableau, Talent Technology HireDesk, Talent Technology Talemetry, Technomedia Hodes iQ, Web browser software, YouTube",FileMaker Pro Database Development
1684,Laboratory Technician,Research & Development,0.8831798001669603,High,2.0,4.0,3.0,18,"Active Listening, Speaking, Mathematics, Critical Thinking, Learning Strategies, Monitoring, Billing software, Data entry software, Database software, Electronic medical record EMR software, Hematology laboratory workflow management software, MEDITECH software, Microscopic image capturing software, Microsoft Excel, Microsoft Word, Quality control software, SAP software, Specimen tracking software",Enterprise Resource Planning with SAP
1687,Laboratory Technician,Research & Development,0.1193616851600783,Low,3.0,4.0,5.0,16,"Active Listening, Writing, Critical Thinking, Active Learning, Billing software, Commercial plate reader software, Google Docs, Hematology laboratory workflow management software, IBM Notes, Medical digital imaging software, Medical system integration software, Microsoft Excel, Microsoft PowerPoint, Minitab, National Instruments LabVIEW, Reimbursement screening software",Designing High-Impact PowerPoint Presentations
1689,Healthcare Representative,Research & Development,0.08429261194180944,Low,5.0,3.0,5.0,21,"Reading Comprehension, Active Listening, Speaking, Science, Monitoring, Admissions, discharge, and transfer ADT software, Complaint management software, Customer Expressions i-Sight, Google Docs, Healthcare common procedure coding system HCPCS, MEDITECH software, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Windows, Microsoft Word, Patient satisfaction assessment software, Peminic Patient Safety & Quality Suite, rL Solutions Feedback MonitorPro, Scheduling software, Web browser software",JavaScript Web Development Essentials
1691,Sales Representative,Sales,0.49356732190139146,Medium,3.0,1.0,2.0,12,"Reading Comprehension, Active Listening, Writing, Science, Critical Thinking, Apple macOS, IBM SPSS Statistics, Microsoft Dynamics, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Salesforce software",Designing High-Impact PowerPoint Presentations
1692,Laboratory Technician,Research & Development,0.6120354749140849,Medium,2.0,2.0,1.0,15,"Active Listening, Science, Critical Thinking, Active Learning, Billing software, Commercial plate reader software, Electronic medical record EMR software, Email software, Google Docs, Hematology laboratory workflow management software, Laboratory information system LIS, Microsoft Excel, Microsoft Office software, SAP software, Sunquest Information Systems Sunquest Laboratory",Enterprise Resource Planning with SAP
1693,Laboratory Technician,Research & Development,0.067462205999611,Low,3.0,5.0,1.0,13,"Reading Comprehension, Writing, Speaking, Mathematics, Critical Thinking, Commercial plate reader software, FileMaker Pro, Medical system integration software, Microsoft Excel, Quizlet, Reimbursement screening software, Test result delivery software, Test routing software",FileMaker Pro Database Development
1694,Research Scientist,Research & Development,0.3981648398781852,Low,3.0,5.0,3.0,19,"Monitoring, BioArray Software Environment BASE, FileMaker Pro, IBM SPSS Statistics, Linux, Medical Scientists HybridAI, Microsoft Exchange, Microsoft Publisher, Microsoft Visual Basic, Minitab, PerkinElmer TurboMass, Python, SAS, StataCorp Stata, The MathWorks MATLAB, Thermo ToxLab, UNIX, Waters Empower 2, Waters MassLynx",FileMaker Pro Database Development
1696,Laboratory Technician,Research & Development,0.07014721682454103,Low,4.0,4.0,1.0,24,"Active Listening, Writing, Science, Active Learning, Learning Strategies, Billing software, Database software, Email software, FileMaker Pro, Google Docs, Hematology laboratory workflow management software, IBM Notes, Laboratory information system LIS, Medical digital imaging software, Medical system integration software, MEDITECH software, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, National Instruments LabVIEW, Quizlet, SAP software, Specimen tracking software",FileMaker Pro Database Development
1697,Healthcare Representative,Research & Development,0.018461484871913764,Low,1.0,5.0,2.0,19,"Active Learning, Learning Strategies, Admissions, discharge, and transfer ADT software, CareOne CareEnsure, Corel WordPerfect Office Suite, Customer Expressions i-Sight, Database software, eClinicalWorks EHR software, Electronic medical record EMR software, Epic Systems software, FaceTime, Henry Schein Dentrix, IBM Notes, Manhattan Cross Cultural Group Quality Interactions, Microsoft Access, Microsoft Windows, Patient satisfaction assessment software, Scheduling software, Web browser software",SQL Querying for Beginners
1698,Laboratory Technician,Research & Development,0.030111284470867444,Low,3.0,5.0,4.0,19,"Reading Comprehension, Active Listening, Critical Thinking, Billing software, Commercial plate reader software, Data entry software, Email software, Hematology laboratory workflow management software, Laboratory information system LIS, Medical digital imaging software, Medical system integration software, MEDITECH software, Microscopic image capturing software, Microsoft PowerPoint, Microsoft Word, Minitab, Quality control software, Quizlet, Reimbursement screening software",Designing High-Impact PowerPoint Presentations
1700,Sales Executive,Sales,0.21725280943779612,Low,5.0,2.0,4.0,49,"Active Listening, Mathematics, Learning Strategies, Ab Initio, Apache Cassandra, Cisco Systems CiscoWorks, Cisco Systems VPN Client, Citrix cloud computing software, Dassault Systemes SolidWorks, Database management software, Docker, Enterprise JavaBeans, Extensible hypertext markup language XHTML, Firewall software, Google Workspace software, Hyperion Solutions Hyperion System 9 Bi+, IBM Cognos Business Intelligence, IBM Cognos Impromptu, IBM Domino, Informatica Corporation PowerCenter, JavaScript, Kubernetes, McAfee, Microsoft Azure software, Microsoft Dynamics, Microsoft Excel, Microsoft Office Live Meeting, Microsoft Outlook, Microsoft SharePoint, Microsoft SQL Server, Microsoft Visio, Microsoft Word, Network directory services software, NortonLifeLock cybersecurity software, Oracle Solaris, Perl, Python, R, RESTful API, Ruby, SAP Adaptive Server Enterprise, SAP BusinessObjects Crystal Reports, SAP software, Software as a service SaaS, Structured query language SQL, Virtual private networking VPN software, Voice over internet protocol VoIP system software, WebEx Sales Center, Wireshark",Enterprise Resource Planning with SAP
1701,Research Scientist,Research & Development,0.21553036187119623,Low,5.0,3.0,2.0,21,"Reading Comprehension, Active Listening, Writing, Mathematics, Learning Strategies, Database software, FileMaker Pro, IBM SPSS Statistics, Medical Scientists MediSave, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Minitab, PerkinElmer TurboMass, Python, SAS, Statistical software, The MathWorks MATLAB, Waters Millennium32, Waters Q-DIS/QM LIMS",FileMaker Pro Database Development
1702,Sales Representative,Sales,0.7522428923796122,High,4.0,1.0,2.0,11,"Writing, Speaking, Active Learning, Apple macOS, IBM SPSS Statistics, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft Project, Salesforce software",SQL Querying for Beginners
1703,Healthcare Representative,Research & Development,0.07807890786963854,Low,1.0,1.0,4.0,21,"Mathematics, Critical Thinking, Active Learning, Learning Strategies, Monitoring, CareOne CareEnsure, Epic EpicCare Inpatient Clinical System, Epic Systems, Epic Systems software, Google Docs, Henry Schein Dentrix, Medical condition coding software, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Windows, Patient satisfaction assessment software, Pemimic Patient Relations Suite, Peminic Patient Safety & Quality Suite, rL Solutions Feedback MonitorPro, Web browser software",Designing High-Impact PowerPoint Presentations
1704,Research Scientist,Research & Development,0.7305765561772497,High,4.0,4.0,3.0,21,"Reading Comprehension, Active Listening, Monitoring, BioArray Software Environment BASE, Database software, IBM SPSS Statistics, Linux, Medical Scientists MediSave, Microsoft Excel, Microsoft Exchange, Microsoft Office software, Microsoft Project, Microsoft Visual Basic, Microsoft Word, National Instruments LabVIEW, Python, StataCorp Stata, Thermo ToxLab, Triple G ULTRA Laboratory Information System, Waters Empower 2, Waters Millennium32",SQL Querying for Beginners
1706,Sales Executive,Sales,0.20827242832603451,Low,3.0,2.0,5.0,49,"Speaking, Critical Thinking, Amazon Web Services AWS software, Apache HBase, Apache Struts, Apple iOS, Autodesk AutoCAD, Border Gateway Protocol BGP, C, C++, Cisco Systems CiscoWorks, Enterprise application integration EAI software, Extensible hypertext markup language XHTML, Firewall software, Google Cloud software, Graphics software, IBM Domino, JavaScript, Linux, Management information systems MIS, MapReduce big data software, McAfee, Microsoft Access, Microsoft Active Directory, Microsoft Exchange, Microsoft Office software, Microsoft Project, Microsoft Teams, Microsoft Visio, Microsoft Windows Server, Microsoft Word, MicroStrategy, Network directory services software, Oracle Database, PHP, Platform as a service PaaS, R, React, Ruby, SAP Adaptive Server Enterprise, SAP Business One, Scheduling software, Software as a service SaaS, Structured query language SQL, Teradata Database, UNIX, Virtual private networking VPN software, Web browser software, WebEx Sales Center",C++ Object-Oriented Programming
1707,Research Scientist,Research & Development,0.05092774283909016,Low,5.0,4.0,3.0,26,"Reading Comprehension, Writing, Speaking, Mathematics, Critical Thinking, BioArray Software Environment BASE, ESRI ArcGIS software, FileMaker Pro, IBM SPSS Statistics, Integrated development environment IDE software, LexisNexis, Medical Scientists HybridAI, Microsoft Excel, Microsoft Exchange, Microsoft Office software, Microsoft Project, Microsoft Publisher, Minitab, National Instruments LabVIEW, Python, SAS, The MathWorks MATLAB, Triple G ULTRA Laboratory Information System, UNIX, Waters MassLynx, Waters Millennium32",FileMaker Pro Database Development
1708,Sales Executive,Sales,0.4206179451877065,Medium,4.0,5.0,4.0,53,"Writing, Speaking, Critical Thinking, Learning Strategies, Monitoring, Ab Initio, Amazon Web Services AWS software, Ansible software, Apache HBase, Apache Struts, Atlassian JIRA, Autodesk AutoCAD, Border Gateway Protocol BGP, Cisco Systems VPN Client, Dassault Systemes SolidWorks, Docker, Google Cloud software, Google Workspace software, Hewlett Packard HP-UX, IBM Cognos Business Intelligence, IBM DB2, IBM Domino, JavaScript, Kubernetes, Management information systems MIS, Microsoft Active Directory, Microsoft Office Live Meeting, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft SQL Server, Microsoft Teams, Microsoft Visio, Microsoft Windows Server, Microsoft Word, MicroStrategy, MicroStrategy Desktop, Network directory services software, NortonLifeLock cybersecurity software, Perl, PHP, Platform as a service PaaS, Python, R, RESTful API, Salesforce software, SAP Business Objects, SAP software, Scheduling software, Splunk Enterprise, Structured query language SQL, Teradata Database, UNIX",Enterprise Resource Planning with SAP
1709,Laboratory Technician,Research & Development,0.3599151503010425,Low,5.0,4.0,2.0,14,"Active Listening, Critical Thinking, Active Learning, Billing software, Data entry software, Email software, FileMaker Pro, Google Docs, Hematology laboratory workflow management software, IBM Notes, Medical digital imaging software, Microsoft PowerPoint, Reimbursement screening software, SAP software",FileMaker Pro Database Development
1710,Sales Representative,Sales,0.503152172417715,Medium,1.0,2.0,3.0,7,"Reading Comprehension, Speaking, Science, Critical Thinking, Enterprise application integration EAI software, Microsoft Word, Salesforce software",SQL Querying for Beginners
1712,Healthcare Representative,Research & Development,0.028119002197910033,Low,3.0,2.0,3.0,18,"Active Listening, Writing, Mathematics, Critical Thinking, Monitoring, Customer Expressions i-Sight, Data entry software, Database software, Electronic medical record EMR software, Epic EpicCare Inpatient Clinical System, Healthcare common procedure coding system HCPCS, MEDITECH software, Microsoft Office software, Microsoft Outlook, Pemimic Patient Relations Suite, Peminic Patient Safety & Quality Suite, PracticeWorks Systems Kodak WINOMS CS, rL Solutions Feedback MonitorPro",SQL Querying for Beginners
1714,Human Resources,Human Resources,0.8234247344656501,High,1.0,2.0,3.0,61,"Reading Comprehension, Speaking, Critical Thinking, Learning Strategies, Adobe Illustrator, Adobe LifeCycle Enterprise Suite, Airtable, Applicant tracking software, Assessment software, Background checking software, Blackbaud The Raiser's Edge, BlackDog Recruiting, BrightMove Applicant Tracking System, Careerbuilder.com, Cluen Encore, Cluen executive recruitment software, Data Frenzy, Database software, Drupal, Ellucian Banner Human Resources, Facebook, FileMaker Pro, GitHub, Google Ads, Google Meet, HireAbility ResumeParser, HireLogic PowerPlace, HRM Direct, Hypertext markup language HTML, IBM SPSS Statistics, Intelius, LexisNexis, Main Sequence Technologies PCRecruiter Resume Inhaler, Microsoft Access, Microsoft Dynamics, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Project, Microsoft Publisher, Microsoft Visio, Microsoft Visual Basic, Microsoft Word, MicroStrategy, Online databases, Oracle Eloqua, Oracle PeopleSoft, PostingPal, Qlik Tech QlikView, Resource Edge TalentHook Sphere, Resume converter software, Resume extraction and search software, Safari Software Products Safari, SAP Crystal Reports, SAP ERP Human Capital Management, Sendouts Recruiting, Tableau, TempWorks recruiting and staffing software, Vendor management system software, YouTube, Zoom",FileMaker Pro Database Development
1716,Sales Executive,Sales,0.9357157503945452,High,2.0,1.0,1.0,63,"Reading Comprehension, Active Listening, Writing, Speaking, Mathematics, Science, Critical Thinking, Active Learning, Learning Strategies, Ab Initio, Amazon Web Services AWS software, Apache Cassandra, Apple iOS, Atlassian JIRA, Autodesk AutoCAD, Border Gateway Protocol BGP, Cisco Systems CiscoWorks, Cisco Systems VPN Client, Citrix cloud computing software, Database management software, Docker, Enterprise JavaBeans, Extensible markup language XML, Google Cloud software, Google Workspace software, Graphics software, Hewlett Packard HP-UX, Hyperion Solutions Hyperion System 9 Bi+, IBM Cognos Impromptu, IBM DB2, JavaScript, Kubernetes, McAfee, Microsoft Active Directory, Microsoft Azure software, Microsoft Dynamics, Microsoft Exchange, Microsoft Office Live Meeting, Microsoft Outlook, Microsoft Project, Microsoft SharePoint, Microsoft SQL Server, Microsoft Teams, MicroStrategy, MicroStrategy Desktop, Network directory services software, Oracle PeopleSoft, Perl, R, RESTful API, Sales analysis software, SAP Adaptive Server Enterprise, SAP Business Objects, SAP Business One, Scheduling software, Security assertion markup language SAML, Shell script, Single sign-on SSO, Splunk Enterprise, Structured query language SQL, Teradata Database, UNIX, Virtual private networking VPN software",JavaScript Web Development Essentials
1718,Laboratory Technician,Research & Development,0.3210717329344449,Low,5.0,4.0,5.0,19,"Reading Comprehension, Writing, Critical Thinking, Learning Strategies, Database software, Email software, IBM Notes, Laboratory information system LIS, Medical digital imaging software, Medical system integration software, MEDITECH software, Microscopic image capturing software, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, National Instruments LabVIEW, Quizlet, Sunquest Information Systems Sunquest Laboratory, Test routing software",SQL Querying for Beginners
1719,Research Director,Research & Development,0.19378369053680505,Low,2.0,3.0,1.0,17,"Science, Active Learning, Learning Strategies, Monitoring, Adobe Photoshop, Clinical trial management software, IBM SPSS Statistics, Integrated development environment IDE software, Microsoft Office software, Microsoft Project, Microsoft Visio, Oracle Database, R, SAP Business Objects, SAP software, STATISTICA, Structured query language SQL",Enterprise Resource Planning with SAP
1720,Research Scientist,Research & Development,0.6738468844545931,Medium,4.0,3.0,2.0,24,"Reading Comprehension, Active Listening, Mathematics, Active Learning, Monitoring, BioArray Software Environment BASE, Database software, ESRI ArcGIS software, IBM Notes, LexisNexis, Linux, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Microsoft Project, Microsoft Visual Basic, Microsoft Word, Minitab, National Instruments LabVIEW, PerkinElmer TurboMass, SAS, Statistical software, Waters MassLynx, Waters Millennium32",SQL Querying for Beginners
1721,Laboratory Technician,Research & Development,0.16619846170013328,Low,5.0,4.0,4.0,14,"Active Listening, Speaking, Mathematics, Active Learning, Commercial plate reader software, Electronic medical record EMR software, FileMaker Pro, Medical system integration software, Minitab, Quizlet, Reimbursement screening software, SAP software, Sunquest Information Systems Sunquest Laboratory, Test result delivery software",FileMaker Pro Database Development
